loan_id,customer_id,product_id,location_id,application_date_id,approval_date_id,loan_amount_requested,loan_amount_approved,approval_status,rejection_reason,interest_rate,interest_rate_type,loan_term_months,monthly_payment,outstanding_balance,total_paid,is_secured,collateral_type,collateral_value,credit_score_at_application,loan_status,missed_payments_count,days_past_due
4172,4192,7,39,20231123,,38758.53,,Rejected,Incomplete Application,,Fixed,48,,,,False,,,667,,0,0
4173,1707,7,19,20230807,20230826.0,15333.42,14891.35,Approved,,9.29,Fixed,24,682.29,12143.91,2747.44,False,,,641,Current,0,0
4174,1311,8,20,20220419,20220515.0,389384.55,379537.55,Approved,,5.43,Fixed,240,2595.81,314191.72,65345.83,True,Property,530554.24,602,Current,0,0
4175,3039,9,1,20220722,20220817.0,249561.79,222840.77,Approved,,6.97,Variable,0,,205428.73,17412.04,True,Property,608562.09,665,Current,0,0
4176,2639,8,11,20230617,20230709.0,314803.68,314566.24,Approved,,5.34,Fixed,240,2135.53,245433.0,69133.24,True,Property,418897.84,719,Defaulted,0,0
4177,4191,7,32,20220118,20220211.0,37883.75,36539.88,Approved,,7.4,Fixed,36,1134.94,25894.65,10645.23,False,,,679,Current,0,0
4178,4972,8,43,20230114,20230126.0,862677.74,843334.53,Approved,,5.67,Fixed,300,5264.78,737862.81,105471.72,True,Property,1058659.28,704,Current,0,0
4179,1765,8,27,20221209,20221226.0,779822.32,757088.74,Approved,,5.48,Fixed,300,4640.15,709352.09,47736.65,True,Property,1160367.96,825,Current,0,0
4180,2775,8,10,20230507,,603907.99,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,673223.61,652,,0,0
4181,1890,9,25,20230316,,224016.27,,Rejected,Employment History,,Variable,0,,,,True,Property,417011.29,702,,0,0
4182,4953,9,40,20230912,,232136.55,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,490773.13,639,,0,0
4183,4761,8,5,20231207,20231221.0,717812.38,660525.33,Approved,,7.33,Fixed,240,5252.7,628766.56,31758.77,True,Property,993258.62,612,Current,0,0
4184,1711,7,34,20221113,20221114.0,22827.31,19963.29,Approved,,11.48,Fixed,36,658.12,14543.39,5419.9,False,,,633,Current,0,0
4185,2065,7,34,20230802,20230819.0,12984.05,12223.5,Approved,,5.27,Fixed,36,367.83,8822.62,3400.88,False,,,641,Current,0,0
4186,3902,7,48,20220909,20221003.0,20673.3,17887.63,Approved,,5.63,Fixed,24,789.81,15777.74,2109.89,False,,,708,Delinquent,0,0
4187,4578,7,28,20221213,20221219.0,26206.59,22583.53,Approved,,5.19,Fixed,60,428.15,21004.21,1579.32,False,,,867,Defaulted,0,0
4188,181,7,41,20230107,20230124.0,36873.35,31856.33,Approved,,4.74,Fixed,48,729.88,28446.16,3410.17,False,,,622,Current,0,0
4189,2927,8,26,20221212,20221213.0,1191929.41,1147592.56,Approved,,6.62,Fixed,240,8637.41,842304.97,305287.59,True,Property,1738500.86,646,Current,2,60
4190,1,9,35,20220730,20220807.0,181760.97,159112.02,Approved,,6.48,Variable,0,,139455.64,19656.38,True,Property,331333.4,674,Current,0,0
4191,1924,9,17,20230512,20230521.0,227734.24,203687.2,Approved,,6.18,Variable,0,,168621.66,35065.54,True,Property,477304.5,711,Current,0,0
4192,4185,8,28,20220103,20220123.0,369808.47,316088.32,Approved,,6.03,Fixed,300,2042.36,288179.14,27909.18,True,Property,463978.79,701,Current,0,0
4193,2366,9,30,20220828,20220830.0,186092.21,183844.26,Approved,,4.69,Variable,0,,156223.65,27620.61,True,Property,427628.64,782,Current,0,0
4194,2820,9,16,20230215,,110851.56,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,272192.48,485,,0,0
4195,4619,9,36,20220107,,72139.49,,Pending,,,Variable,0,,,,True,Property,111498.95,489,,0,0
4196,619,9,7,20230803,20230807.0,231843.42,218739.27,Approved,,4.98,Variable,0,,192661.59,26077.68,True,Property,463018.01,640,Current,0,0
4197,2893,9,11,20230923,20231019.0,251506.49,239977.83,Approved,,4.09,Variable,0,,205278.58,34699.25,True,Property,490087.11,767,Current,0,0
4198,2844,9,15,20230519,20230520.0,67506.43,65918.16,Approved,,5.92,Variable,0,,52355.6,13562.56,True,Property,118272.67,554,Current,0,0
4199,4434,8,46,20220323,20220406.0,1116429.53,1048527.47,Approved,,5.62,Fixed,240,7283.94,1025872.11,22655.36,True,Property,1282861.75,439,Delinquent,0,0
4200,2023,7,18,20220813,20220815.0,6396.64,5685.07,Approved,,7.62,Fixed,48,137.78,5225.81,459.26,False,,,725,Current,1,30
4201,3187,7,26,20230607,20230706.0,48665.78,45044.77,Approved,,7.43,Fixed,60,901.11,42273.98,2770.79,False,,,699,Current,0,0
4202,276,8,35,20221217,20230109.0,879354.72,797727.71,Approved,,6.53,Fixed,240,5961.74,626664.02,171063.69,True,Property,1036717.98,592,Current,0,0
4203,2476,8,23,20220607,20220611.0,841750.0,754169.62,Approved,,4.71,Fixed,300,4282.32,734944.16,19225.46,True,Property,1141633.32,601,Delinquent,1,30
4204,2922,7,24,20220809,20220818.0,32437.48,31752.77,Approved,,8.44,Fixed,60,650.54,24481.86,7270.91,False,,,602,Current,0,0
4205,2824,7,26,20230803,,5284.06,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,688,,0,0
4206,4234,8,5,20230706,20230710.0,1122287.15,1085298.34,Approved,,5.62,Fixed,300,6742.68,1001707.5,83590.84,True,Property,1455610.91,629,Defaulted,0,0
4207,18,7,23,20220206,,10020.67,,Pending,,,Fixed,60,,,,False,,,719,,0,0
4208,4419,9,2,20220411,,102391.12,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,155941.24,451,,0,0
4209,4023,7,35,20230919,20230920.0,28025.29,27684.77,Approved,,11.36,Fixed,24,1294.96,24276.66,3408.11,False,,,611,Current,0,0
4210,4175,7,45,20231014,20231019.0,28059.63,25240.95,Approved,,9.52,Fixed,48,634.37,21046.95,4194.0,False,,,589,Current,3,90
4211,4744,8,34,20230820,,318409.77,,Pending,,,Fixed,300,,,,True,Property,421358.99,659,,0,0
4212,2835,7,35,20231026,20231118.0,9695.71,9513.62,Approved,,5.7,Fixed,60,182.6,8311.54,1202.08,False,,,636,Current,0,0
4213,2418,9,34,20220922,20220924.0,157902.6,151828.08,Approved,,5.24,Variable,0,,110491.62,41336.46,True,Property,310588.09,743,Current,0,0
4214,4316,8,27,20221011,,1021651.35,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,1186250.91,531,,0,0
4215,842,7,1,20231213,20231223.0,20000.65,17907.26,Approved,,10.3,Fixed,36,580.34,16311.47,1595.79,False,,,683,Current,0,0
4216,1834,8,27,20230601,20230603.0,544203.53,470861.42,Approved,,4.88,Fixed,240,3076.35,360847.34,110014.08,True,Property,782173.09,724,Paid Off,0,0
4217,4418,8,41,20220811,20220909.0,627552.81,603995.83,Approved,,6.05,Fixed,300,3910.04,556874.66,47121.17,True,Property,856102.37,828,Current,0,0
4218,1509,7,24,20220420,,27955.03,,Rejected,Low Credit Score,,Fixed,36,,,,False,,,641,,0,0
4219,1314,7,14,20220605,,5721.08,,Rejected,Insufficient Income,,Fixed,36,,,,False,,,705,,0,0
4220,2772,7,30,20221211,20230101.0,49653.38,49271.71,Approved,,11.25,Fixed,24,2302.17,36849.89,12421.82,False,,,535,Current,1,30
4221,2274,8,10,20221210,,1184115.46,,Rejected,Insufficient Income,,Fixed,240,,,,True,Property,1359717.7,488,,0,0
4222,2278,7,41,20221126,20221217.0,21741.72,21578.53,Approved,,11.96,Fixed,36,716.3,20212.84,1365.69,False,,,747,Current,0,0
4223,2291,9,37,20220711,20220714.0,158784.44,154441.5,Approved,,5.04,Variable,0,,134700.68,19740.82,True,Property,335973.9,679,Paid Off,0,0
4224,225,9,8,20220305,20220312.0,172588.74,169484.03,Approved,,4.27,Variable,0,,165253.19,4230.84,True,Property,311253.34,774,Current,0,0
4225,2462,9,31,20220501,,86366.04,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,156124.97,570,,0,0
4226,1170,9,1,20230830,20230907.0,252153.24,247499.03,Approved,,5.85,Variable,0,,202550.55,44948.48,True,Property,479166.62,721,Current,0,0
4227,1223,9,46,20220328,,95944.13,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,228261.78,829,,0,0
4228,3659,7,28,20220608,,47778.93,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,713,,0,0
4229,3956,7,30,20220816,,14070.37,,Rejected,Employment History,,Fixed,24,,,,False,,,702,,0,0
4230,4149,8,40,20221017,20221112.0,207844.83,193336.63,Approved,,5.35,Fixed,240,1313.61,190746.17,2590.46,True,Property,253684.61,680,Current,0,0
4231,2977,7,40,20230309,20230330.0,22703.52,19852.89,Approved,,9.62,Fixed,60,418.11,14399.0,5453.89,False,,,554,Current,0,0
4232,1646,9,2,20220806,20220823.0,70991.55,67335.95,Approved,,6.79,Variable,0,,53840.32,13495.63,True,Property,169168.37,788,Current,0,0
4233,4361,8,45,20230329,20230412.0,390262.91,360923.94,Approved,,4.77,Fixed,300,2061.84,272988.13,87935.81,True,Property,482229.76,631,Current,0,0
4234,3892,9,50,20230714,20230717.0,240674.77,216253.72,Approved,,6.35,Variable,0,,200680.59,15573.13,True,Property,388891.97,720,Delinquent,0,0
4235,2560,7,11,20220203,20220216.0,46012.12,40025.67,Approved,,7.29,Fixed,60,798.04,36157.85,3867.82,False,,,554,Delinquent,0,0
4236,1209,8,38,20220706,20220714.0,863047.39,838590.75,Approved,,6.65,Fixed,240,6326.58,812752.06,25838.69,True,Property,1205783.57,585,Delinquent,0,0
4237,2798,7,17,20231019,,32246.34,,Pending,,,Fixed,60,,,,False,,,794,,0,0
4238,561,9,11,20230909,20230918.0,275336.77,249309.19,Approved,,6.85,Variable,0,,206325.91,42983.28,True,Property,679690.66,652,Delinquent,0,0
4239,2541,8,33,20230110,20230205.0,859009.11,780271.14,Approved,,7.34,Fixed,240,6209.7,771250.87,9020.27,True,Property,1019927.87,796,Current,0,0
4240,505,7,9,20220228,20220314.0,20982.0,19466.55,Approved,,5.93,Fixed,60,375.71,15705.63,3760.92,False,,,673,Current,0,0
4241,320,8,9,20220309,20220407.0,616065.45,556183.24,Approved,,4.07,Fixed,240,3390.91,470356.85,85826.39,True,Property,782137.53,532,Defaulted,0,0
4242,1388,8,13,20230404,,419109.4,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,555072.1,751,,0,0
4243,2210,9,15,20230828,20230903.0,238547.7,235068.66,Approved,,4.5,Variable,0,,169846.34,65222.32,True,Property,389324.0,632,Current,0,0
4244,4469,9,26,20231121,20231129.0,144194.12,141899.18,Approved,,7.46,Variable,0,,137297.48,4601.7,True,Property,221296.41,735,Current,0,0
4245,1566,7,16,20221118,20221210.0,29923.2,27849.19,Approved,,7.6,Fixed,24,1254.47,23679.65,4169.54,False,,,682,Current,0,0
4246,797,8,48,20230902,20230926.0,1018952.1,1017244.14,Approved,,4.82,Fixed,240,6612.62,722811.75,294432.39,True,Property,1414328.38,556,Current,0,0
4247,3035,7,26,20231212,20231228.0,29462.22,27296.89,Approved,,8.84,Fixed,24,1245.05,20616.81,6680.08,False,,,693,Current,0,0
4248,3497,8,43,20220626,20220713.0,785370.6,744955.54,Approved,,6.95,Fixed,240,5753.3,598101.0,146854.54,True,Property,1164429.05,855,Current,0,0
4249,4220,7,4,20221224,20221224.0,45056.1,42771.07,Approved,,8.27,Fixed,48,1049.6,31688.79,11082.28,False,,,719,Current,0,0
4250,1503,9,31,20231018,20231104.0,242908.71,221034.46,Approved,,5.41,Variable,0,,191190.87,29843.59,True,Property,512273.05,675,Current,0,0
4251,3533,7,28,20220601,20220619.0,43366.4,37835.28,Approved,,9.78,Fixed,60,799.8,37158.34,676.94,False,,,766,Current,0,0
4252,3537,9,23,20220610,20220702.0,79783.1,71208.04,Approved,,7.4,Variable,0,,56430.36,14777.68,True,Property,126630.76,696,Current,1,30
4253,160,8,8,20221126,20221224.0,1095949.63,959983.52,Approved,,5.19,Fixed,300,5718.75,823132.29,136851.23,True,Property,1310240.92,696,Current,0,0
4254,1321,7,2,20220502,20220502.0,9940.25,9650.89,Approved,,5.72,Fixed,60,185.32,8527.31,1123.58,False,,,592,Current,0,0
4255,2352,9,5,20230721,,70173.89,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,139810.96,698,,0,0
4256,3977,8,37,20230219,20230319.0,460196.72,448802.78,Approved,,4.14,Fixed,300,2403.78,366194.25,82608.53,True,Property,683689.92,762,Current,0,0
4257,3556,7,38,20231029,,27746.43,,Rejected,Low Credit Score,,Fixed,24,,,,False,,,613,,0,0
4258,4957,9,50,20220617,,216047.17,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,361249.04,793,,0,0
4259,3482,8,25,20220803,20220822.0,308745.07,308398.35,Approved,,5.26,Fixed,240,2079.85,242365.43,66032.92,True,Property,402382.36,672,Current,2,60
4260,206,9,34,20230309,20230405.0,232859.59,214800.63,Approved,,6.38,Variable,0,,195706.81,19093.82,True,Property,478957.01,608,Current,0,0
4261,1724,9,48,20220820,20220911.0,282581.2,275796.78,Approved,,4.83,Variable,0,,226484.95,49311.83,True,Property,432943.39,759,Current,0,0
4262,2815,8,28,20230821,,226757.4,,Rejected,High Debt-to-Income Ratio,,Fixed,240,,,,True,Property,331023.79,657,,0,0
4263,981,7,39,20220122,20220125.0,49267.69,48532.46,Approved,,7.31,Fixed,48,1169.16,34659.15,13873.31,False,,,740,Current,1,30
4264,3839,7,22,20220711,20220712.0,40149.55,38531.12,Approved,,8.21,Fixed,24,1746.35,33802.59,4728.53,False,,,656,Current,0,0
4265,1153,9,3,20220111,,73786.81,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,123292.38,675,,0,0
4266,2537,8,1,20230808,20230903.0,1080422.3,1054055.02,Approved,,7.2,Fixed,240,8299.09,818773.69,235281.33,True,Property,1540442.01,719,Current,0,0
4267,4391,8,39,20231124,20231208.0,803955.92,716071.61,Approved,,4.97,Fixed,300,4173.58,637215.75,78855.86,True,Property,1026593.34,703,Current,0,0
4268,4515,7,21,20230815,20230822.0,21389.29,20029.2,Approved,,9.7,Fixed,48,505.11,18220.7,1808.5,False,,,520,Current,0,0
4269,1227,7,36,20231218,20231228.0,45002.18,44037.38,Approved,,11.16,Fixed,48,1141.59,40901.24,3136.14,False,,,590,Delinquent,0,0
4270,1437,7,25,20221216,20221223.0,13138.44,13053.47,Approved,,11.83,Fixed,48,342.66,11285.77,1767.7,False,,,754,Current,0,0
4271,776,8,11,20230523,20230602.0,763146.22,729551.77,Approved,,6.62,Fixed,300,4980.83,571257.44,158294.33,True,Property,1043438.17,669,Current,0,0
4272,1395,8,32,20231003,20231008.0,386303.52,385901.15,Approved,,5.95,Fixed,300,2474.59,301667.81,84233.34,True,Property,527834.95,638,Current,0,0
4273,1133,8,29,20230224,20230323.0,751147.57,714540.2,Approved,,6.26,Fixed,240,5226.94,607459.41,107080.79,True,Property,960601.58,571,Delinquent,0,0
4274,775,9,9,20231211,20231222.0,291949.79,248530.91,Approved,,6.12,Variable,0,,235780.14,12750.77,True,Property,438112.17,593,Current,0,0
4275,1338,8,8,20220829,20220903.0,1038488.74,924685.3,Approved,,6.62,Fixed,300,6313.05,874372.99,50312.31,True,Property,1189087.1,518,Current,0,0
4276,3835,9,15,20230325,20230417.0,147103.94,128802.98,Approved,,5.98,Variable,0,,93444.15,35358.83,True,Property,247748.18,671,Current,0,0
4277,2842,7,30,20220706,,40012.02,,Pending,,,Fixed,48,,,,False,,,632,,0,0
4278,282,7,35,20230423,,32674.57,,Pending,,,Fixed,36,,,,False,,,602,,0,0
4279,2197,8,33,20230401,20230430.0,348578.03,334836.78,Approved,,5.52,Fixed,300,2060.19,328897.73,5939.05,True,Property,510941.37,674,Current,0,0
4280,3844,7,10,20230206,20230227.0,30433.59,27371.43,Approved,,11.19,Fixed,60,597.72,23444.3,3927.13,False,,,709,Current,0,0
4281,1397,7,12,20230831,20230928.0,46820.76,46212.42,Approved,,4.82,Fixed,48,1060.48,41911.97,4300.45,False,,,847,Current,0,0
4282,603,7,15,20230904,20230917.0,26703.47,24317.97,Approved,,11.85,Fixed,24,1143.03,17085.8,7232.17,False,,,559,Current,0,0
4283,4032,9,28,20230719,20230719.0,187522.2,161228.71,Approved,,5.47,Variable,0,,158185.3,3043.41,True,Property,326945.49,772,Delinquent,0,0
4284,594,8,7,20230105,20230107.0,531892.62,455557.48,Approved,,5.02,Fixed,240,3011.51,377319.7,78237.78,True,Property,705002.75,757,Current,0,0
4285,752,9,8,20230428,20230428.0,168703.46,148948.77,Approved,,6.69,Variable,0,,139469.37,9479.4,True,Property,296066.83,617,Delinquent,0,0
4286,1778,7,26,20221122,20221129.0,28842.46,27421.72,Approved,,5.94,Fixed,60,529.37,24850.56,2571.16,False,,,696,Current,0,0
4287,308,7,1,20231014,20231107.0,17588.24,15772.48,Approved,,7.24,Fixed,24,707.89,15567.1,205.38,False,,,643,Current,0,0
4288,3793,9,21,20230822,20230916.0,142825.4,132491.27,Approved,,7.44,Variable,0,,122268.54,10222.73,True,Property,239998.83,694,Current,0,0
4289,2843,7,43,20220207,20220209.0,23575.27,22214.31,Approved,,9.55,Fixed,24,1020.47,19188.69,3025.62,False,,,800,Delinquent,0,0
4290,1634,9,37,20231124,20231214.0,126406.69,109740.83,Approved,,5.02,Variable,0,,93506.97,16233.86,True,Property,278906.87,728,Current,0,0
4291,3740,7,50,20221013,,47488.58,,Rejected,High Debt-to-Income Ratio,,Fixed,60,,,,False,,,720,,0,0
4292,4237,7,45,20220819,20220830.0,43470.41,38819.96,Approved,,4.96,Fixed,36,1162.77,29969.04,8850.92,False,,,645,Current,0,0
4293,1413,8,20,20231211,,1140901.31,,Rejected,Low Credit Score,,Fixed,240,,,,True,Property,1627462.68,561,,0,0
4294,2826,8,26,20220513,20220521.0,1156153.14,1140907.82,Approved,,5.1,Fixed,240,7592.66,1121154.54,19753.28,True,Property,1616122.94,663,Current,0,0
4295,1510,9,40,20230117,20230117.0,296050.72,293319.7,Approved,,4.13,Variable,0,,288488.84,4830.86,True,Property,446371.1,776,Paid Off,0,0
4296,3814,9,24,20230322,20230413.0,85606.58,79017.57,Approved,,6.45,Variable,0,,75528.23,3489.34,True,Property,170664.91,557,Current,0,0
4297,3869,8,22,20230926,20231009.0,679430.58,626965.45,Approved,,7.13,Fixed,300,4483.39,496277.11,130688.34,True,Property,879164.45,595,Current,0,0
4298,1784,8,23,20220123,20220213.0,461083.04,460907.36,Approved,,5.03,Fixed,240,3049.43,451889.4,9017.96,True,Property,654208.58,690,Current,0,0
4299,1614,9,7,20230820,20230901.0,52647.95,48032.82,Approved,,7.13,Variable,0,,37253.32,10779.5,True,Property,88596.42,601,Delinquent,0,0
4300,1538,7,23,20230705,20230711.0,44523.98,41454.52,Approved,,5.82,Fixed,24,1833.93,38606.8,2847.72,False,,,616,Current,0,0
4301,326,9,13,20231114,,121459.75,,Pending,,,Variable,0,,,,True,Property,205779.14,646,,0,0
4302,3065,7,19,20220128,20220131.0,21986.22,20987.99,Approved,,5.48,Fixed,48,487.92,17023.4,3964.59,False,,,570,Current,1,30
4303,3095,8,9,20220925,,297666.66,,Pending,,,Fixed,300,,,,True,Property,418881.03,602,,0,0
4304,1226,8,15,20220509,20220514.0,634981.95,549600.17,Approved,,6.29,Fixed,300,3639.15,539977.0,9623.17,True,Property,934487.66,736,Current,0,0
4305,4748,9,8,20230516,,88224.17,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,197960.39,575,,0,0
4306,2502,9,27,20230322,20230414.0,65701.05,62294.62,Approved,,4.82,Variable,0,,55743.86,6550.76,True,Property,105983.8,552,Current,0,0
4307,2008,7,5,20230425,,44369.68,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,629,,0,0
4308,4061,9,27,20220312,20220326.0,288188.35,277180.86,Approved,,7.41,Variable,0,,216210.94,60969.92,True,Property,682381.05,738,Current,0,0
4309,1613,7,23,20220622,20220629.0,47181.56,43498.72,Approved,,5.32,Fixed,48,1008.06,32886.5,10612.22,False,,,664,Current,0,0
4310,358,8,6,20220806,,873373.44,,Rejected,Low Credit Score,,Fixed,240,,,,True,Property,1114237.55,642,,0,0
4311,1830,8,31,20221016,,414432.52,,Rejected,High Debt-to-Income Ratio,,Fixed,240,,,,True,Property,474110.6,683,,0,0
4312,3063,8,50,20220804,,460469.72,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,591224.47,540,,0,0
4313,2269,8,17,20220411,,343631.29,,Pending,,,Fixed,300,,,,True,Property,457215.61,719,,0,0
4314,2463,8,47,20220404,20220420.0,351151.12,305167.61,Approved,,7.37,Fixed,300,2229.42,256387.61,48780.0,True,Property,407180.0,710,Current,0,0
4315,3062,8,18,20221119,,377307.07,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,551017.0,647,,0,0
4316,3551,8,49,20230527,20230605.0,622349.22,583282.56,Approved,,4.34,Fixed,240,3639.95,436946.88,146335.68,True,Property,781084.98,760,Current,0,0
4317,2681,7,37,20220508,20220531.0,45494.42,43719.41,Approved,,6.34,Fixed,60,852.15,41096.53,2622.88,False,,,589,Current,1,30
4318,287,8,41,20230530,20230625.0,944134.96,876667.13,Approved,,5.14,Fixed,240,5853.63,684072.0,192595.13,True,Property,1158544.72,770,Current,0,0
4319,2490,9,44,20230623,20230714.0,225618.82,217599.61,Approved,,4.95,Variable,0,,176839.56,40760.05,True,Property,441179.07,692,Current,0,0
4320,217,9,21,20220228,20220323.0,51139.85,48600.97,Approved,,6.45,Variable,0,,43246.52,5354.45,True,Property,81957.41,653,Delinquent,0,0
4321,2211,9,26,20231119,20231124.0,104944.28,90486.15,Approved,,5.52,Variable,0,,70744.17,19741.98,True,Property,174489.06,678,Current,0,0
4322,2491,8,8,20221004,20221018.0,553226.3,478211.58,Approved,,4.93,Fixed,300,2776.11,358380.4,119831.18,True,Property,646477.41,671,Current,0,0
4323,3454,7,21,20221219,20230114.0,39058.2,33264.15,Approved,,7.09,Fixed,36,1028.47,31026.02,2238.13,False,,,777,Delinquent,0,0
4324,339,8,33,20231114,20231119.0,1021693.09,915435.45,Approved,,5.06,Fixed,300,5383.59,725522.66,189912.79,True,Property,1482172.35,593,Current,0,0
4325,3128,9,32,20230814,20230912.0,136338.23,128151.84,Approved,,7.3,Variable,0,,102751.51,25400.33,True,Property,277170.59,618,Current,0,0
4326,4341,9,42,20230310,20230330.0,297660.8,289081.35,Approved,,6.05,Variable,0,,258599.93,30481.42,True,Property,452110.67,762,Delinquent,2,60
4327,4623,7,24,20220703,,28554.58,,Rejected,Low Credit Score,,Fixed,48,,,,False,,,632,,0,0
4328,3067,7,26,20220428,20220508.0,9543.36,8474.19,Approved,,9.39,Fixed,24,388.66,8122.71,351.48,False,,,752,Current,0,0
4329,2501,9,50,20221119,20221125.0,148118.53,145283.19,Approved,,4.99,Variable,0,,135076.47,10206.72,True,Property,359046.98,815,Current,3,90
4330,3006,8,6,20230331,20230412.0,733979.21,691049.83,Approved,,6.28,Fixed,300,4571.47,660442.49,30607.34,True,Property,924812.69,647,Defaulted,0,0
4331,2692,8,22,20230327,20230421.0,725545.59,641729.95,Approved,,5.23,Fixed,300,3837.98,599727.42,42002.53,True,Property,893515.45,734,Defaulted,0,0
4332,3975,9,32,20231125,,233279.79,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,485804.0,587,,0,0
4333,1534,7,17,20221116,20221126.0,40673.41,36862.83,Approved,,8.94,Fixed,36,1171.2,33954.03,2908.8,False,,,740,Current,0,0
4334,4851,7,7,20230220,20230315.0,35510.5,35023.43,Approved,,8.05,Fixed,48,855.85,32771.93,2251.5,False,,,695,Current,0,0
4335,862,8,8,20221013,20221105.0,326404.3,308567.41,Approved,,6.89,Fixed,300,2159.29,217074.46,91492.95,True,Property,397331.83,717,Current,0,0
4336,1879,9,36,20230311,,232454.95,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,547300.62,628,,0,0
4337,4033,7,27,20221110,20221205.0,30391.64,26178.24,Approved,,5.22,Fixed,48,605.48,23165.63,3012.61,False,,,547,Current,0,0
4338,83,7,27,20221124,,6719.79,,Rejected,Incomplete Application,,Fixed,24,,,,False,,,720,,0,0
4339,2514,8,28,20220526,20220529.0,244371.55,223312.76,Approved,,6.63,Fixed,300,1526.01,157521.79,65790.97,True,Property,304814.59,514,Current,0,0
4340,2868,7,25,20230619,20230624.0,8312.62,8229.09,Approved,,7.34,Fixed,36,255.37,6900.38,1328.71,False,,,654,Current,0,0
4341,1930,7,27,20230731,20230822.0,20993.22,18730.97,Approved,,6.13,Fixed,36,570.94,15948.98,2781.99,False,,,755,Current,0,0
4342,4265,7,6,20230512,20230609.0,46478.77,43752.9,Approved,,11.0,Fixed,60,951.29,38966.47,4786.43,False,,,695,Defaulted,0,0
4343,2699,7,50,20231020,20231104.0,40258.79,39840.31,Approved,,6.22,Fixed,48,939.67,28497.99,11342.32,False,,,835,Current,0,0
4344,1318,8,46,20231208,20231210.0,928023.05,813860.03,Approved,,7.42,Fixed,240,6516.65,622148.35,191711.68,True,Property,1265791.74,762,Current,0,0
4345,1390,7,42,20220523,,5600.2,,Rejected,Employment History,,Fixed,24,,,,False,,,627,,0,0
4346,1015,8,37,20220128,20220220.0,726957.43,655048.32,Approved,,5.07,Fixed,300,3856.11,634300.66,20747.66,True,Property,964508.73,682,Paid Off,0,0
4347,313,7,26,20230408,20230424.0,11719.18,11493.59,Approved,,6.27,Fixed,24,510.8,9516.74,1976.85,False,,,676,Current,0,0
4348,3569,9,35,20220415,20220511.0,181076.61,179576.63,Approved,,4.43,Variable,0,,158212.05,21364.58,True,Property,426134.35,553,Current,0,0
4349,2698,8,31,20230811,20230829.0,1046502.33,974523.84,Approved,,4.84,Fixed,300,5606.49,782449.3,192074.54,True,Property,1296450.41,604,Defaulted,0,0
4350,4102,9,49,20231206,20231218.0,67450.91,63178.27,Approved,,4.05,Variable,0,,58183.16,4995.11,True,Property,167547.26,635,Current,0,0
4351,420,8,3,20230121,20230218.0,607402.0,536028.58,Approved,,5.99,Fixed,300,3450.36,385424.19,150604.39,True,Property,739136.39,517,Current,0,0
4352,72,7,35,20220503,,31395.64,,Rejected,Insufficient Income,,Fixed,48,,,,False,,,683,,0,0
4353,1248,8,41,20230720,20230804.0,1032258.37,941700.59,Approved,,5.32,Fixed,240,6382.48,768694.49,173006.1,True,Property,1400680.25,660,Current,0,0
4354,2131,7,21,20230502,20230519.0,6482.85,6451.39,Approved,,10.44,Fixed,36,209.5,4883.78,1567.61,False,,,546,Current,0,0
4355,372,7,4,20231017,20231017.0,10013.56,8534.76,Approved,,5.5,Fixed,60,163.02,6136.38,2398.38,False,,,712,Current,1,30
4356,3722,9,21,20220707,20220711.0,277372.2,265513.77,Approved,,5.43,Variable,0,,194442.36,71071.41,True,Property,581467.2,737,Current,3,90
4357,3132,7,48,20230902,20230925.0,34767.89,33244.15,Approved,,9.15,Fixed,36,1059.48,30794.32,2449.83,False,,,698,Defaulted,0,0
4358,1883,8,4,20230919,20230930.0,1024746.44,975161.47,Approved,,6.41,Fixed,300,6529.62,886625.82,88535.65,True,Property,1176607.61,654,Defaulted,0,0
4359,4812,9,11,20220202,20220219.0,205701.4,180699.72,Approved,,6.02,Variable,0,,147214.13,33485.59,True,Property,433857.25,727,Delinquent,0,0
4360,3927,8,28,20230927,20231025.0,963461.4,907016.97,Approved,,4.95,Fixed,300,5275.94,837221.26,69795.71,True,Property,1401062.08,734,Current,0,0
4361,3719,9,10,20220709,20220722.0,105059.94,100394.48,Approved,,6.39,Variable,0,,74411.06,25983.42,True,Property,166779.12,704,Delinquent,0,0
