account_id,customer_id,product_id,location_id,open_date_id,close_date_id,account_status,current_balance,credit_limit,original_amount,relationship_manager_id,overdraft_limit,last_activity_date
14118,4256,1,43,20181203,,Active,38554.4,,,71,500.0,2023-09-24
14119,4256,6,31,20210302,,Active,11449.33,25000.0,,54,,2022-11-02
14120,4256,9,41,20181028,,Active,31272.46,94688.14,,12,,2020-06-11
14121,4257,1,12,20211013,,Active,48438.96,,,62,500.0,2023-08-10
14122,4257,3,4,20211214,,Active,5762.17,,,76,,2022-05-26
14123,4257,10,30,20231116,,Active,0.0,,,96,,2023-12-25
14124,4258,1,43,20191227,,Active,5529.21,,,10,500.0,2023-12-17
14125,4258,6,29,20200918,,Active,2763.87,50000.0,,87,,2021-09-23
14126,4258,8,46,20230928,,Active,857799.2,,976622.98,14,,2023-11-22
14127,4258,9,44,20230511,,Active,657.31,296243.84,,42,,2023-08-20
14128,4258,3,41,20221128,20230201.0,Closed,9772.33,,,90,,2023-08-14
14129,4259,1,46,20180609,,Active,16703.74,,,45,500.0,2021-06-21
14130,4259,6,31,20231217,,Active,30488.64,50000.0,,96,,2023-12-25
14131,4259,5,32,20220707,20220825.0,Closed,117126.56,,,64,,2023-03-30
14132,4260,1,49,20180816,,Active,43695.05,,,14,500.0,2020-03-31
14133,4260,10,50,20170202,,Active,0.0,,,57,,2020-09-04
14134,4260,7,19,20230612,,Active,11105.17,,19774.56,86,,2023-11-28
14135,4261,1,24,20190829,,Active,20360.63,,,34,500.0,2023-02-20
14136,4261,8,33,20191023,,Active,632146.18,,1153911.94,29,,2019-12-31
14137,4261,4,39,20200322,20230117.0,Closed,91759.59,,,30,,2020-04-03
14138,4261,5,12,20190627,,Active,20623.85,,,89,,2021-12-14
14139,4262,1,43,20190430,,Active,14632.9,,,19,500.0,2020-02-01
14140,4262,6,43,20190623,,Active,1242.36,5000.0,,27,,2019-07-24
14141,4262,7,19,20230905,,Active,10270.48,,19434.01,28,,2023-12-08
14142,4263,1,46,20220629,,Active,44707.91,,,51,500.0,2023-06-08
14143,4263,4,29,20230810,,Active,49466.69,,,29,,2023-10-18
14144,4264,1,7,20230526,,Active,7220.91,,,10,500.0,2023-09-09
14145,4264,10,27,20181113,,Active,0.0,,,78,,2023-04-06
14146,4265,1,50,20220406,,Active,13145.14,,,36,500.0,2022-10-17
14147,4265,7,13,20210410,,Active,10612.32,,36157.47,87,,2022-09-08
14148,4266,1,21,20221119,,Active,8086.27,,,20,500.0,2023-06-14
14149,4266,5,5,20230421,,Active,111409.77,,,31,,2023-10-25
14150,4266,2,21,20230301,,Active,32862.35,,,53,,2023-10-18
14151,4267,1,10,20220105,,Active,9715.63,,,71,500.0,2022-02-16
14152,4267,10,4,20201019,,Active,0.0,,,59,,2022-01-06
14153,4267,4,12,20200611,20221205.0,Closed,93865.72,,,7,,2022-03-17
14154,4267,5,36,20210507,,Active,4725.4,,,13,,2022-09-25
14155,4268,1,2,20200920,,Active,46617.61,,,95,500.0,2022-05-22
14156,4268,3,14,20220303,,Active,61606.41,,,61,,2023-10-01
14157,4268,10,10,20220308,20220311.0,Closed,0.0,,,74,,2022-06-30
14158,4269,1,23,20220926,,Active,4804.21,,,78,500.0,2023-07-05
14159,4269,3,25,20200117,,Active,17042.36,,,42,,2020-05-22
14160,4269,4,27,20210616,,Active,106368.53,,,53,,2023-11-02
14161,4270,1,5,20210607,,Active,984.28,,,30,500.0,2023-08-13
14162,4270,6,9,20200827,,Active,9814.04,15000.0,,82,,2021-02-27
14163,4271,1,33,20230629,20231120.0,Closed,38857.78,,,43,500.0,2023-07-17
14164,4271,4,17,20211020,,Active,195854.11,,,31,,2022-11-05
14165,4271,6,5,20220405,,Active,2964.2,5000.0,,32,,2022-09-08
14166,4272,1,13,20211210,,Active,38043.9,,,33,500.0,2022-09-17
14167,4272,6,48,20221014,,Active,4225.88,15000.0,,72,,2023-08-02
14168,4272,10,27,20230513,,Active,0.0,,,64,,2023-06-04
14169,4272,2,24,20220221,,Active,14649.0,,,23,,2023-08-23
14170,4273,1,47,20220829,,Active,13020.38,,,21,500.0,2023-06-11
14171,4273,10,26,20180715,,Active,0.0,,,67,,2023-05-03
14172,4273,7,44,20221011,,Active,8957.97,,34006.15,96,,2023-12-17
14173,4274,1,32,20191127,,Active,34426.98,,,50,500.0,2021-07-18
14174,4274,2,40,20190427,,Active,7079.26,,,81,,2023-12-19
14175,4275,1,30,20220514,,Active,23650.83,,,22,500.0,2022-12-27
14176,4275,5,44,20230324,,Active,35894.95,,,34,,2023-06-05
14177,4275,8,34,20230621,,Active,494574.35,,722163.71,28,,2023-09-30
14178,4276,1,29,20220607,,Active,961.95,,,20,500.0,2023-04-24
14179,4276,10,38,20230628,,Active,0.0,,,7,,2023-10-10
14180,4277,1,19,20230809,,Active,9938.93,,,25,500.0,2023-09-25
14181,4277,3,47,20230511,,Active,113346.33,,,33,,2023-10-21
14182,4278,1,34,20220129,,Active,5047.48,,,58,500.0,2023-05-03
14183,4278,2,17,20230205,,Active,196.83,,,92,,2023-10-04
14184,4278,4,24,20230901,,Active,75514.09,,,80,,2023-10-31
14185,4279,1,18,20191104,,Active,26671.49,,,56,500.0,2020-06-30
14186,4279,8,37,20210408,,Active,669448.45,,824441.86,25,,2023-02-08
14187,4279,5,6,20200509,20230116.0,Closed,170846.47,,,48,,2020-05-20
14188,4279,3,9,20190113,,Active,154617.6,,,44,,2021-08-14
14189,4280,1,15,20200820,,Active,11136.72,,,15,500.0,2023-07-30
14190,4280,6,48,20210207,,Active,3466.41,5000.0,,23,,2022-07-27
14191,4280,4,6,20220824,,Active,8332.33,,,42,,2023-07-09
14192,4281,1,42,20210729,,Active,17065.1,,,86,500.0,2023-09-20
14193,4281,2,29,20190503,,Active,38085.01,,,67,,2023-03-19
14194,4281,9,39,20210305,,Active,1583.85,127675.27,,62,,2022-02-22
14195,4282,1,47,20220314,,Active,654.86,,,92,500.0,2023-05-07
14196,4282,4,27,20211209,,Active,170189.39,,,60,,2023-01-26
14197,4282,9,8,20230921,,Active,118324.64,239100.49,,23,,2023-11-15
14198,4283,1,10,20220524,,Active,47324.8,,,87,500.0,2022-12-12
14199,4283,8,6,20210805,,Active,727298.82,,821222.19,56,,2022-10-17
14200,4283,9,29,20210220,,Active,61641.78,235037.47,,50,,2023-03-22
14201,4283,4,22,20220630,,Active,87859.07,,,87,,2023-04-11
14202,4283,6,27,20200529,,Active,1766.95,5000.0,,19,,2023-12-03
14203,4284,1,36,20220317,,Active,48925.83,,,91,500.0,2023-11-02
14204,4284,10,12,20190211,,Active,0.0,,,49,,2021-11-21
14205,4284,3,14,20210204,,Active,29492.19,,,77,,2021-06-16
14206,4284,6,20,20221210,,Active,548.59,2500.0,,11,,2023-02-10
14207,4285,1,31,20170906,,Active,33559.65,,,63,500.0,2023-02-24
14208,4285,2,29,20180528,,Active,16224.49,,,74,,2020-04-14
14209,4286,1,43,20211025,,Active,11887.7,,,93,500.0,2023-06-02
14210,4286,5,15,20220811,,Active,45137.87,,,23,,2023-08-29
14211,4286,8,37,20210907,,Active,513382.4,,583448.86,11,,2023-08-19
14212,4286,6,23,20180912,,Active,8217.15,25000.0,,86,,2019-05-19
14213,4287,1,44,20211230,,Active,35782.35,,,94,500.0,2022-11-08
14214,4287,9,34,20200715,,Active,871.21,233988.67,,23,,2022-05-16
14215,4287,5,47,20190513,,Active,168548.89,,,9,,2023-04-02
14216,4288,1,45,20180430,,Active,31745.41,,,41,500.0,2020-09-07
14217,4288,4,38,20180127,,Active,141392.61,,,23,,2021-02-10
14218,4288,9,22,20220203,20220620.0,Closed,133279.51,267681.58,,81,,2022-03-20
14219,4288,5,32,20160503,,Active,11903.5,,,79,,2020-09-25
14220,4289,1,7,20210411,,Active,38427.44,,,19,500.0,2022-12-02
14221,4289,5,5,20190817,,Active,9602.81,,,53,,2021-10-01
14222,4290,1,4,20171002,,Active,26208.27,,,61,500.0,2019-09-30
14223,4290,2,7,20230419,,Active,23130.77,,,75,,2023-08-10
14224,4290,8,49,20220406,,Active,561832.09,,739825.97,55,,2022-12-27
14225,4291,1,24,20160616,,Active,36372.98,,,46,500.0,2017-03-22
14226,4291,3,21,20220127,20230314.0,Closed,63223.41,,,41,,2023-08-23
14227,4291,7,21,20220208,,Active,4190.09,,9056.03,64,,2023-06-25
14228,4291,8,49,20200825,,Active,387542.88,,490632.42,87,,2021-01-11
14229,4292,1,32,20230923,,Active,19257.73,,,22,500.0,2023-11-16
14230,4292,9,41,20220321,,Active,43783.0,164903.75,,65,,2023-08-14
14231,4292,5,19,20200207,,Active,54518.07,,,99,,2023-11-21
14232,4293,1,17,20190906,20230521.0,Closed,27070.5,,,1,500.0,2022-06-08
14233,4293,2,27,20190817,,Active,43234.95,,,34,,2022-05-07
14234,4293,9,30,20221219,,Active,61710.07,256340.75,,9,,2023-04-12
14235,4294,1,50,20220321,20221216.0,Closed,47788.82,,,28,500.0,2023-01-29
14236,4294,8,32,20230927,,Active,931893.58,,1039439.78,48,,2023-12-29
14237,4294,3,22,20220421,,Active,34892.57,,,19,,2023-04-22
14238,4294,4,48,20230328,,Active,189219.41,,,62,,2023-05-27
14239,4295,1,13,20220725,,Active,42806.61,,,20,500.0,2023-05-11
14240,4295,4,23,20200413,,Active,53374.01,,,30,,2021-12-25
14241,4295,9,16,20200312,,Active,69876.85,172986.03,,62,,2022-12-23
14242,4295,6,42,20200625,,Active,957.7,15000.0,,42,,2021-07-04
14243,4296,1,23,20220304,,Active,20147.27,,,89,500.0,2023-01-23
14244,4296,3,47,20230602,,Active,51229.12,,,64,,2023-07-16
14245,4297,1,37,20180104,,Active,32291.03,,,79,500.0,2023-06-01
14246,4297,6,35,20210903,,Active,334.71,1000.0,,8,,2023-04-12
14247,4298,1,39,20190812,,Active,4249.14,,,10,500.0,2019-09-07
14248,4298,5,27,20151125,,Active,5830.12,,,70,,2020-05-31
14249,4299,1,29,20211109,,Active,30680.52,,,17,500.0,2023-03-08
14250,4299,10,38,20220512,20231120.0,Closed,0.0,,,18,,2023-03-28
14251,4299,3,41,20220226,,Active,171259.25,,,87,,2022-09-04
14252,4300,1,24,20201231,,Active,47457.84,,,8,500.0,2023-05-09
14253,4300,8,23,20210227,,Active,601485.38,,704758.49,24,,2021-11-20
14254,4300,2,5,20220212,20230421.0,Closed,36351.72,,,17,,2023-09-21
14255,4301,1,24,20190801,,Active,10091.88,,,62,500.0,2021-05-26
14256,4301,6,6,20230421,20231024.0,Closed,391.84,1000.0,,42,,2023-04-21
14257,4301,5,11,20210328,,Active,154881.56,,,32,,2021-08-23
14258,4302,1,2,20190309,,Active,9204.01,,,59,500.0,2022-04-17
14259,4302,5,5,20211207,20220701.0,Closed,160760.24,,,5,,2022-11-12
14260,4302,9,47,20230617,,Active,23436.04,156499.43,,71,,2023-12-16
14261,4302,8,48,20200305,,Active,449575.46,,890566.99,88,,2021-03-30
14262,4303,1,28,20170817,,Active,23660.74,,,32,500.0,2020-07-17
14263,4303,5,48,20201127,20230518.0,Closed,59019.88,,,10,,2023-04-22
14264,4303,10,31,20210212,,Active,0.0,,,62,,2021-10-09
14265,4303,3,35,20210914,,Active,54471.15,,,81,,2022-10-02
14266,4303,2,40,20190604,,Active,13122.67,,,43,,2019-08-11
14267,4304,1,18,20190416,,Active,17171.42,,,9,500.0,2023-09-20
14268,4304,10,24,20190108,20200525.0,Closed,0.0,,,7,,2022-02-02
14269,4304,2,18,20220403,,Active,22216.15,,,38,,2022-06-21
14270,4305,1,37,20211026,,Active,45932.46,,,85,500.0,2023-02-16
14271,4305,3,27,20220227,,Active,27164.03,,,66,,2023-12-16
14272,4305,2,4,20230913,,Active,19039.44,,,58,,2023-12-13
14273,4305,5,41,20220120,,Active,88799.8,,,81,,2023-03-08
14274,4306,1,16,20190303,,Active,40098.09,,,50,500.0,2021-11-07
14275,4306,2,4,20200411,,Active,32933.33,,,24,,2023-03-01
14276,4306,10,17,20190118,,Active,0.0,,,82,,2023-06-15
14277,4307,1,28,20160929,,Active,26227.4,,,19,500.0,2020-08-26
14278,4307,6,28,20230701,,Active,2682.67,5000.0,,13,,2023-09-03
14279,4307,10,49,20210605,,Active,0.0,,,82,,2021-09-30
14280,4307,9,17,20170202,,Active,45411.18,102955.58,,34,,2019-03-27
14281,4307,2,27,20200414,,Active,11815.36,,,49,,2021-11-09
14282,4308,1,8,20230216,,Active,4102.36,,,33,500.0,2023-09-14
14283,4308,8,30,20190827,,Active,691471.25,,853992.77,59,,2023-02-06
14284,4308,5,19,20200422,,Active,131632.26,,,60,,2023-12-04
14285,4309,1,28,20231021,,Active,14420.23,,,37,500.0,2023-12-24
14286,4309,6,32,20171210,,Active,2533.75,5000.0,,83,,2022-07-21
14287,4309,9,44,20180225,,Active,102323.52,265764.36,,73,,2018-07-15
14288,4309,2,31,20170412,,Active,18924.01,,,53,,2019-01-02
14289,4310,1,50,20211019,,Active,40012.96,,,39,500.0,2022-12-23
14290,4310,5,5,20180927,,Active,153765.58,,,23,,2019-11-12
14291,4310,8,16,20160317,,Active,531700.12,,646205.07,45,,2019-12-25
14292,4310,3,38,20191014,,Active,42073.71,,,80,,2019-11-21
14293,4311,1,4,20180714,,Active,36532.29,,,36,500.0,2019-04-24
14294,4311,4,36,20160330,,Active,168595.99,,,90,,2017-07-30
14295,4312,1,17,20220727,20221230.0,Closed,19995.17,,,80,500.0,2022-08-15
14296,4312,6,10,20211215,,Active,3508.77,25000.0,,50,,2023-05-09
14297,4312,4,48,20221114,,Active,128100.51,,,47,,2023-10-31
14298,4313,1,44,20200322,,Active,25284.69,,,34,500.0,2021-02-17
14299,4313,5,23,20200107,,Active,27739.79,,,98,,2021-05-11
14300,4313,8,24,20190303,,Active,382465.19,,730626.91,43,,2021-05-29
14301,4313,3,6,20220702,,Active,146122.2,,,33,,2022-09-20
14302,4314,1,21,20190727,,Active,48332.78,,,48,500.0,2023-01-06
14303,4314,5,26,20170317,,Active,122489.43,,,3,,2020-07-01
14304,4314,9,42,20231011,,Active,48938.58,205494.36,,89,,2023-10-29
14305,4315,1,30,20210703,,Active,42245.75,,,30,500.0,2021-08-29
14306,4315,10,2,20220317,,Active,0.0,,,6,,2022-04-15
14307,4316,1,49,20220802,20230520.0,Closed,5100.36,,,14,500.0,2022-08-11
14308,4316,7,49,20220118,,Active,5585.81,,10760.06,25,,2023-10-06
14309,4316,10,41,20180926,,Active,0.0,,,4,,2022-02-12
14310,4316,2,22,20201031,,Active,13951.68,,,36,,2022-04-16
14311,4316,4,23,20191122,,Active,86482.24,,,60,,2023-01-11
14312,4317,1,18,20201009,,Active,28415.5,,,75,500.0,2023-03-04
14313,4317,7,35,20220127,,Active,7468.89,,46831.12,43,,2022-08-27
14314,4317,9,31,20220506,,Active,29631.46,112131.53,,27,,2022-10-15
14315,4318,1,33,20160805,,Active,24790.31,,,59,500.0,2018-06-04
14316,4318,8,19,20150608,,Active,399406.98,,552582.52,8,,2021-11-29
14317,4318,5,32,20180612,,Active,175907.1,,,84,,2020-08-22
14318,4319,1,49,20201001,,Active,18927.78,,,63,500.0,2023-09-29
14319,4319,2,19,20210729,,Active,9956.82,,,47,,2023-10-26
14320,4320,1,37,20200530,,Active,31109.81,,,47,500.0,2023-11-22
14321,4320,9,29,20220114,,Active,22161.68,183654.07,,22,,2022-06-02
14322,4320,4,18,20191208,,Active,173917.6,,,51,,2021-05-29
14323,4321,1,25,20211227,,Active,38389.77,,,32,500.0,2023-07-07
14324,4321,9,15,20220819,,Active,21664.32,60504.62,,9,,2023-09-21
14325,4321,3,7,20211019,,Active,176810.77,,,65,,2022-09-15
14326,4322,1,10,20230905,,Active,6367.42,,,59,500.0,2023-11-05
14327,4322,2,36,20210803,,Active,23207.71,,,84,,2023-10-22
14328,4323,1,5,20191115,,Active,34686.43,,,90,500.0,2020-03-18
14329,4323,9,15,20191214,,Active,81947.06,240425.21,,69,,2020-03-17
14330,4324,1,7,20200531,20230629.0,Closed,20019.75,,,80,500.0,2021-05-28
14331,4324,3,22,20220813,,Active,117398.71,,,92,,2022-10-17
14332,4324,2,23,20221213,,Active,3081.82,,,27,,2023-11-25
14333,4324,6,20,20200116,,Active,7599.39,25000.0,,24,,2020-12-05
14334,4325,1,23,20230119,,Active,8157.92,,,82,500.0,2023-05-18
14335,4325,9,30,20211012,,Active,26019.75,88244.54,,21,,2022-07-24
14336,4325,6,33,20200828,20201118.0,Closed,355.19,10000.0,,8,,2022-01-23
14337,4326,1,15,20230725,,Active,46603.6,,,42,500.0,2023-09-22
14338,4326,3,10,20230202,,Active,100902.85,,,84,,2023-11-28
14339,4327,1,49,20201206,20220427.0,Closed,34271.19,,,74,500.0,2023-07-29
14340,4327,8,33,20211229,,Active,229281.98,,344049.94,29,,2023-04-22
14341,4327,5,11,20220322,,Active,120486.44,,,64,,2023-04-09
14342,4328,1,22,20211227,,Active,24103.37,,,38,500.0,2021-12-27
14343,4328,7,16,20180315,20181119.0,Closed,9244.23,,28457.34,33,,2022-06-17
14344,4328,8,6,20181218,,Active,334737.7,,512667.04,39,,2021-06-24
14345,4329,1,23,20221209,,Active,45600.69,,,89,500.0,2023-09-17
14346,4329,4,18,20211026,,Active,41173.66,,,39,,2023-02-10
14347,4329,8,32,20220419,,Active,500680.79,,852735.1,59,,2023-01-31
14348,4330,1,26,20181208,,Active,26914.36,,,34,500.0,2023-09-28
14349,4330,3,49,20160515,,Active,35541.91,,,43,,2017-07-08
14350,4330,5,4,20190815,,Active,167445.32,,,56,,2021-02-20
14351,4330,9,37,20210704,,Active,8281.23,51138.91,,85,,2022-12-25
14352,4331,1,36,20210613,,Active,15571.47,,,11,500.0,2021-06-13
14353,4331,10,21,20211218,,Active,0.0,,,17,,2023-02-13
14354,4331,7,46,20210131,,Active,20586.15,,37862.49,88,,2022-07-04
14355,4331,9,15,20231224,,Active,84245.93,182631.76,,82,,2023-12-27
14356,4332,1,17,20210706,,Active,21427.31,,,54,500.0,2022-06-01
14357,4332,6,12,20190629,,Active,24028.76,50000.0,,50,,2021-09-22
14358,4332,4,5,20230607,,Active,119026.91,,,88,,2023-09-13
14359,4333,1,10,20211210,,Active,25950.59,,,44,500.0,2021-12-11
14360,4333,7,1,20201226,,Active,7240.88,,10199.77,13,,2022-07-20
14361,4334,1,33,20210508,,Active,42331.27,,,62,500.0,2023-06-15
14362,4334,3,29,20200716,,Active,30791.93,,,88,,2023-04-28
14363,4335,1,40,20181209,,Active,23992.58,,,65,500.0,2023-01-01
14364,4335,10,20,20181229,,Active,0.0,,,17,,2020-04-06
14365,4335,5,49,20190228,,Active,23427.53,,,79,,2021-07-15
14366,4336,1,39,20220815,,Active,33507.4,,,91,500.0,2023-11-30
14367,4336,5,25,20220227,,Active,40956.08,,,28,,2023-10-16
14368,4336,8,12,20220722,,Active,160954.61,,306557.04,57,,2023-12-25
14369,4336,10,49,20230226,,Active,0.0,,,14,,2023-11-29
14370,4337,1,42,20231015,,Active,23214.38,,,79,500.0,2023-11-18
14371,4337,6,49,20230910,,Active,12833.38,50000.0,,27,,2023-12-30
14372,4338,1,15,20230320,,Active,30091.18,,,18,500.0,2023-12-18
14373,4338,5,11,20230228,,Active,169817.01,,,7,,2023-03-28
14374,4339,1,37,20201222,20230605.0,Closed,20155.57,,,98,500.0,2023-10-27
14375,4339,9,50,20190531,,Active,70300.23,151072.33,,61,,2022-06-13
14376,4339,4,8,20210205,,Active,127730.43,,,58,,2023-01-31
14377,4339,10,6,20230221,,Active,0.0,,,22,,2023-11-06
14378,4340,1,36,20230228,,Active,29824.12,,,66,500.0,2023-04-08
14379,4340,10,29,20200930,,Active,0.0,,,96,,2022-02-16
14380,4340,3,42,20211029,,Active,108624.35,,,87,,2022-06-23
14381,4341,1,6,20211024,,Active,15023.53,,,25,500.0,2023-01-13
14382,4341,3,11,20211217,,Active,90828.86,,,13,,2022-07-05
14383,4341,8,45,20220127,,Active,375101.55,,673417.92,7,,2022-01-28
14384,4341,10,39,20230710,,Active,0.0,,,20,,2023-10-11
14385,4342,1,36,20211116,,Active,10084.62,,,27,500.0,2023-11-25
14386,4342,3,12,20181103,,Active,129973.72,,,26,,2023-11-21
14387,4342,2,40,20200303,,Active,47432.35,,,53,,2020-12-28
14388,4342,9,17,20200107,,Active,14324.19,270354.61,,19,,2023-04-01
14389,4343,1,30,20200422,,Active,30060.48,,,50,500.0,2020-08-22
14390,4343,7,35,20200505,20221225.0,Closed,24262.38,,46399.99,4,,2023-10-09
14391,4343,6,50,20230403,,Active,1151.99,25000.0,,3,,2023-08-09
14392,4343,5,38,20200823,,Active,93897.21,,,79,,2022-03-29
14393,4343,2,5,20200618,,Active,29342.09,,,21,,2020-09-06
14394,4344,1,35,20190526,,Active,21093.72,,,60,500.0,2020-12-02
14395,4344,8,50,20211021,,Active,546737.55,,573906.24,17,,2023-05-17
14396,4344,4,1,20180619,,Active,114484.86,,,44,,2021-05-11
14397,4345,1,19,20230221,,Active,33072.86,,,77,500.0,2023-08-15
14398,4345,10,47,20220616,,Active,0.0,,,24,,2022-07-09
14399,4345,3,40,20230125,,Active,123917.09,,,67,,2023-06-01
14400,4346,1,19,20191222,,Active,31389.41,,,11,500.0,2022-12-25
14401,4346,3,33,20200823,,Active,167466.16,,,95,,2023-11-01
14402,4347,1,43,20220413,,Active,882.79,,,22,500.0,2023-07-19
14403,4347,4,31,20211118,,Active,18382.4,,,38,,2022-11-12
14404,4347,2,25,20220217,,Active,48666.14,,,31,,2022-05-30
14405,4348,1,27,20230830,,Active,16525.96,,,64,500.0,2023-09-08
14406,4348,4,37,20211217,,Active,112465.81,,,45,,2023-08-07
14407,4348,6,15,20230811,,Active,14371.02,25000.0,,30,,2023-12-23
14408,4349,1,18,20230805,,Active,3180.64,,,9,500.0,2023-08-30
14409,4349,4,6,20210625,,Active,102063.63,,,2,,2022-03-05
14410,4349,7,18,20200425,,Active,7415.85,,13215.11,28,,2020-09-08
14411,4350,1,36,20221111,,Active,26921.32,,,72,500.0,2022-11-21
14412,4350,6,20,20230926,,Active,10409.03,15000.0,,45,,2023-10-01
14413,4350,9,12,20210307,,Active,89584.19,229460.15,,99,,2021-11-08
14414,4350,10,49,20220411,,Active,0.0,,,76,,2022-09-14
14415,4350,8,36,20231023,,Active,184668.85,,222743.47,99,,2023-11-21
14416,4351,1,10,20211025,,Active,10260.86,,,73,500.0,2023-03-08
14417,4351,9,7,20230809,20231223.0,Closed,65082.86,270952.94,,27,,2023-08-25
14418,4352,1,13,20160908,,Active,9672.66,,,78,500.0,2023-10-19
14419,4352,9,32,20201221,,Active,10512.3,175299.6,,29,,2022-07-14
14420,4352,2,49,20170216,,Active,12330.36,,,45,,2020-01-17
14421,4353,1,45,20220420,,Active,38331.73,,,35,500.0,2023-09-24
14422,4353,3,8,20230418,,Active,167039.64,,,99,,2023-06-05
14423,4353,2,44,20221016,,Active,48863.76,,,41,,2023-02-21
14424,4353,7,22,20210127,,Active,4145.89,,6536.56,71,,2023-01-14
14425,4354,1,34,20191005,,Active,33778.93,,,4,500.0,2021-03-23
14426,4354,4,17,20211028,,Active,199815.06,,,69,,2022-12-10
14427,4354,10,22,20181019,,Active,0.0,,,49,,2019-01-14
14428,4354,3,17,20230717,20230730.0,Closed,104396.63,,,100,,2023-11-05
14429,4355,1,44,20150617,,Active,36084.0,,,96,500.0,2023-01-09
14430,4355,6,48,20170103,,Active,8411.03,50000.0,,41,,2019-03-11
14431,4356,1,13,20221206,,Active,14392.55,,,16,500.0,2023-08-08
14432,4356,8,21,20220522,,Active,641250.47,,1175954.34,94,,2023-12-13
14433,4356,10,28,20200310,,Active,0.0,,,50,,2020-10-07
14434,4357,1,27,20180410,,Active,5814.98,,,61,500.0,2019-01-07
14435,4357,8,11,20190531,,Active,283965.82,,339587.64,73,,2022-09-30
14436,4357,10,50,20220329,,Active,0.0,,,29,,2023-06-11
14437,4357,7,18,20210714,,Active,35887.07,,49743.67,6,,2023-08-10
14438,4358,1,26,20230322,,Active,17547.73,,,95,500.0,2023-10-06
14439,4358,8,6,20210919,,Active,605932.67,,647401.08,76,,2021-12-29
14440,4358,7,23,20230717,,Active,24285.34,,42394.97,34,,2023-09-17
14441,4358,9,33,20210507,,Active,79172.86,266945.21,,67,,2022-10-05
14442,4359,1,23,20190812,,Active,17006.48,,,88,500.0,2022-11-13
14443,4359,5,11,20221209,,Active,120816.1,,,26,,2023-10-25
14444,4359,9,3,20211204,20231021.0,Closed,25526.74,209345.96,,39,,2022-10-18
14445,4359,6,20,20230513,,Active,24151.18,50000.0,,75,,2023-10-08
14446,4359,10,11,20231222,,Active,0.0,,,95,,2023-12-26
14447,4360,1,15,20180818,,Active,17784.6,,,73,500.0,2018-12-10
14448,4360,6,28,20190518,,Active,781.87,5000.0,,83,,2021-10-23
14449,4361,1,21,20190506,,Active,27450.21,,,69,500.0,2020-10-18
14450,4361,4,46,20220801,,Active,53903.83,,,39,,2023-06-18
14451,4361,10,50,20221210,,Active,0.0,,,36,,2023-12-09
14452,4361,6,38,20181114,,Active,552.29,2500.0,,56,,2019-02-19
14453,4362,1,7,20211110,,Active,15345.09,,,13,500.0,2022-12-21
14454,4362,3,23,20220929,,Active,153561.37,,,50,,2023-09-29
14455,4362,6,21,20200902,,Active,5853.98,10000.0,,85,,2023-07-08
14456,4363,1,16,20210702,,Active,45190.16,,,78,500.0,2023-10-04
14457,4363,6,40,20210812,,Active,6371.2,10000.0,,28,,2022-08-07
14458,4363,3,28,20210701,,Active,76423.35,,,70,,2021-12-29
14459,4364,1,18,20220813,,Active,23941.78,,,11,500.0,2022-10-01
14460,4364,2,47,20231114,,Active,32182.66,,,64,,2023-12-06
14461,4364,5,13,20220422,,Active,5139.78,,,34,,2022-11-01
14462,4364,7,35,20230921,,Active,2961.51,,11464.61,67,,2023-09-29
14463,4364,8,3,20220107,,Active,692084.41,,939781.45,39,,2023-04-05
14464,4365,1,39,20220823,20231020.0,Closed,7991.55,,,93,500.0,2022-12-19
14465,4365,3,5,20170126,,Active,109714.6,,,63,,2021-11-30
14466,4366,1,47,20220627,,Active,45667.42,,,33,500.0,2023-06-25
14467,4366,8,38,20220619,,Active,510834.98,,864722.07,57,,2023-04-20
14468,4366,7,47,20210827,20220530.0,Closed,8956.83,,22558.08,94,,2023-11-27
14469,4367,1,8,20220220,,Active,49597.46,,,45,500.0,2023-12-07
14470,4367,8,39,20210304,,Active,444679.29,,552217.38,4,,2023-06-22
14471,4367,6,43,20230729,,Active,332.25,1000.0,,14,,2023-10-12
14472,4368,1,33,20210815,,Active,3294.38,,,96,500.0,2022-09-18
14473,4368,4,19,20220915,,Active,88271.54,,,77,,2023-03-25
14474,4368,7,9,20230317,,Active,17540.31,,36215.23,76,,2023-11-13
14475,4369,1,50,20220205,,Active,4240.43,,,73,500.0,2022-08-26
14476,4369,3,31,20210501,,Active,186861.36,,,42,,2023-11-03
14477,4369,5,18,20230416,,Active,127428.37,,,23,,2023-10-02
14478,4369,2,19,20220131,,Active,1911.32,,,76,,2022-06-16
14479,4370,1,41,20221211,20230609.0,Closed,15822.27,,,87,500.0,2023-01-14
14480,4370,10,9,20210223,,Active,0.0,,,57,,2022-05-14
14481,4370,9,43,20210407,,Active,18372.04,116860.72,,56,,2023-09-26
14482,4370,2,12,20200522,,Active,7842.85,,,12,,2023-12-04
14483,4370,3,27,20231027,,Active,40163.53,,,26,,2023-12-28
14484,4371,1,50,20220103,,Active,16547.66,,,14,500.0,2022-06-08
14485,4371,7,3,20220318,,Active,3665.72,,28528.24,41,,2022-10-10
14486,4372,1,37,20201026,,Active,44912.27,,,16,500.0,2023-11-29
14487,4372,5,48,20190619,,Active,194920.83,,,12,,2022-02-06
14488,4372,10,1,20210922,,Active,0.0,,,38,,2023-09-07
